Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,
China Mobile,192.632,109.493,16.882,233.74,25,Telecommunication Services,Telecommunications services,Asia,Hong Kong,Hong Kong,,Yue PhD,http://www.forbes.com/companies/china-mobile/,0.07222555,0.154183372,
Total,168.012,155.776,8.3911,257.022,26,Energy,Oil & Gas Operations,Europe,France,France,,Patrick Pouyanné,http://www.forbes.com/companies/total/,0.0326474,0.053866449,
Sinopec,138.569,326.585,8.0357,249.937,27,Energy,Oil & Gas Operations,Asia,China,China,,Dong Zhao,http://www.forbes.com/companies/sinopec/,0.032150902,0.024605233,
UnitedHealth Group,228.983,207.624,11.222,155.569,28,Health Care,Managed Health Care,North America,United States,Minnesota,Minnesota,David Wichmann,http://www.forbes.com/companies/unitedhealth-group/,0.072135194,0.054049628,
Daimler,85.678,193.217,11.7936,323.196,29,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Germany,Germany,,Dieter Zetsche,http://www.forbes.com/companies/daimler/,0.036490551,0.061038107,
PetroChina,220.199,282.393,4.138,381.121,30,Energy,Oil & Gas Operations,Asia,China,China,,Yi Wang,http://www.forbes.com/companies/petrochina/,0.010857444,0.014653338,
Banco Santander,106.323,56.068,7.9536,1769.144,31,Financials,Major Banks,Europe,Spain,Spain,,José Álvarez,http://www.forbes.com/companies/banco-santander/,0.004495734,0.141856317,
China Merchants Bank,112.449,49.936,11.0236,993.732,32,Financials,Regional Banks,Asia,China,China,,Hui Tian,http://www.forbes.com/companies/china-merchants-bank/,0.011093132,0.220754566,
AXA Group,64.058,149.895,6.745,1029.142,33,Financials,Diversified Insurance,Europe,France,France,,Thomas Buberl,http://www.forbes.com/companies/axa-group/,0.006554003,0.044998165,
Comcast,146.792,86.854,23.266,190.876,34,Consumer Discretionary,Broadcasting & Cable,North America,United States,Pennsylvania,Pennsylvania,Brian Roberts,http://www.forbes.com/companies/comcast/,0.121890652,0.267874824,
China Life Insurance,104.055,97.129,5.967,474.155,35,Financials,Life & Health Insurance,Asia,China,China,,Ping Miao,http://www.forbes.com/companies/china-life-insurance/,0.012584492,0.061433763,
BP,152.567,251.939,4.319,275.287,36,Energy,Oil & Gas Operations,Europe,United Kingdom,United Kingdom,,Robert Dudley,http://www.forbes.com/companies/bp/,0.015689081,0.017143039,
Mitsubishi UFJ Financial,86.166,51.76,8.9441,2774.219,37,Financials,Major Banks,Asia,Japan,Japan,,Nobuyuki Hirano,http://www.forbes.com/companies/mitsubishi-ufj-financial/,0.003224006,0.172799459,
Bank of Communications,66.642,59.05,10.729,1472.867,38,Financials,Major Banks,Asia,China,China,,Shu Song,http://www.forbes.com/companies/bank-of-communications/,0.007284432,0.18169348,
Softbank,84.919,82.636,9.1766,293.187,39,Telecommunication Services,Telecommunications services,Asia,Japan,Japan,,Masayoshi Son,http://www.forbes.com/companies/softbank/,0.031299478,0.111048453,
BMW Group,72.348,114.435,10.2394,241.324,40,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Germany,Germany,,Harald Krüger,http://www.forbes.com/companies/bmw-group/,0.042430094,0.08947787,
Anheuser-Busch InBev,184.307,56.361,7.9078,248.635,41,Consumer Staples,Beverages,Europe,Belgium,Belgium,,Carlos de,http://www.forbes.com/companies/anheuser-busch-inbev/,0.031804855,0.14030624,
Royal Bank of Canada,113.418,40.491,8.8372,1040.286,42,Financials,Major Banks,North America,Canada,Canada,,David McKay,http://www.forbes.com/companies/royal-bank-of-canada/,0.008494972,0.218250969,
Gazprom,57.835,112.226,12.2459,316.803,43,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Alexei Miller,http://www.forbes.com/companies/gazprom/,0.038654621,0.109118208,
Pfizer,207.66,52.673,21.748,164.612,44,Health Care,Pharmaceuticals,North America,United States,New York,New York,Ian Read,http://www.forbes.com/companies/pfizer/,0.132116735,0.412887058,
Itaú Unibanco Holding,87.033,62.31,7.548,437.6,45,Financials,Regional Banks,South America,Brazil,Brazil,,Candido Bracher,http://www.forbes.com/companies/itau-unibanco-holding/,0.017248629,0.121136254,
Nippon Telegraph & Tel,96.119,104.808,7.7407,191.106,46,Telecommunication Services,Telecommunications services,Asia,Japan,Japan,,Pedro Salles,http://www.forbes.com/companies/nippon-tel-tel/,0.040504746,0.073856003,
Sberbank,86.311,46.326,13.4486,470.933,47,Financials,Regional Banks,Asia,Russia,Russia,,Herman Gref,http://www.forbes.com/companies/sberbank/,0.028557353,0.290303501,
Nestle,237.278,91.227,7.2979,133.792,48,Consumer Staples,Food Processing,Europe,Switzerland,Switzerland,,Ulf Schneider,http://www.forbes.com/companies/nestle/,0.05454661,0.07999715,
Intel,254.762,64.031,11.091,128.596,49,Information Technology,Semiconductors,North America,United States,California,California,Brian Krzanich,http://www.forbes.com/companies/intel/,0.086246851,0.173212975,
Morgan Stanley,97.718,45.587,6.892,858.495,50,Financials,Investment Services,North America,United States,New York,New York,James Gorman,http://www.forbes.com/companies/morgan-stanley/,0.008028002,0.151183451,
Siemens,112.503,94.469,7.1398,163.376,51,Industrials,Conglomerates,Europe,Germany,Germany,,Joe Kaeser,http://www.forbes.com/companies/siemens/,0.043701645,0.075578232,
Boeing,199.511,95.798,9.216,113.549,52,Industrials,Aerospace & Defense,North America,United States,Illinois,Illinois,Leanne Caret,http://www.forbes.com/companies/boeing/,0.081163198,0.096202426,
Amazon.com,777.775,193.194,3.938,126.362,53,Consumer Discretionary,Internet & Catalog Retail,North America,United States,Washington,Washington,Jeffrey Bezos,http://www.forbes.com/companies/amazon/,0.031164432,0.020383656,
TD Bank Group,107.762,35.741,7.9182,1028.093,54,Financials,Major Banks,North America,Canada,Canada,,Bharat Masrani,http://www.forbes.com/companies/td-bank-group/,0.007701832,0.221543885,
Procter & Gamble,184.496,66.408,10.074,124.369,55,Consumer Staples,Household/Personal Care,North America,United States,Ohio,Ohio,David Taylor,http://www.forbes.com/companies/procter-gamble/,0.081000893,0.151698591,
ING Group,62.21,56.579,5.5325,1016.136,56,Financials,Major Banks,Europe,Netherlands,Netherlands,,Ralph Hamers,http://www.forbes.com/companies/ing-group/,0.005444645,0.09778363,
Postal Savings Bank Of China,55.33,56.103,7.6336,1466.597,56,Financials,Major Banks,Asia,China,China,,Yue Chen,http://www.forbes.com/companies/postal-savings-bank-of-china/,0.005204975,0.136064025,
Honda Motor,58.905,138.598,9.558,181.938,58,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Takahiro Hachigo,http://www.forbes.com/companies/honda-motor/,0.05253438,0.068962034,
Sumitomo Mitsui Financial,58.292,49.131,7.2232,1847.732,59,Financials,Major Banks,Asia,Japan,Japan,,Takeshi Kunibe,http://www.forbes.com/companies/sumitomo-mitsui-financial/,0.003909225,0.147019194,
Goldman Sachs Group,91.755,43.69,4.863,973.535,60,Financials,Investment Services,North America,United States,New York,New York,Lloyd Blankfein,http://www.forbes.com/companies/goldman-sachs-group/,0.004995198,0.111306935,
Intesa Sanpaolo,63.06,42.522,8.252,956.871,61,Financials,Regional Banks,Europe,Italy,Italy,,Carlo Messina,http://www.forbes.com/companies/intesa-sanpaolo/,0.008623942,0.194064249,
Industrial Bank,53.522,47.951,8.7562,1023.094,62,Financials,Major Banks,Asia,China,China,,Jian Gao,http://www.forbes.com/companies/industrial-bank/,0.008558549,0.182607245,
Novartis,202.983,50.261,8.06,135.526,63,Health Care,Pharmaceuticals,Europe,Switzerland,Switzerland,,Vasant Narasimhan,http://www.forbes.com/companies/novartis/,0.059471983,0.160362906,
Glencore International,75.479,205.384,5.7578,135.593,64,Materials,Diversified Metals & Mining,Europe,Switzerland,Switzerland,,Ivan Glasenberg,http://www.forbes.com/companies/glencore-international/,0.042463844,0.028034316,
Banco Bradesco,61.34,76.5,4.6777,370.504,65,Financials,Regional Banks,South America,Brazil,Brazil,,Octávio Lazari Jr.,http://www.forbes.com/companies/banco-bradesco/,0.012625235,0.061146405,
Prudential,67.756,111.476,3.0766,655.094,66,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Mike Wells,http://www.forbes.com/companies/prudential/,0.004696425,0.027598766,
Ford Motor,44.593,159.589,7.751,267.23,67,Consumer Discretionary,Auto & Truck Manufacturers,North America,United States,Michigan,Michigan,James Hackett,http://www.forbes.com/companies/ford-motor/,0.029004977,0.04856851,
IBM,132.316,80.057,5.682,125.285,67,Information Technology,Computer Services,North America,United States,New York,New York,Virginia Rometty,http://www.forbes.com/companies/ibm/,0.045352596,0.070974431,
CVS Health,65.482,185.944,6.648,135.139,69,Consumer Staples,Drug Retail,North America,United States,Rhode Island,Rhode Island,Larry Merlo,http://www.forbes.com/companies/cvs-health/,0.049193793,0.0357527,
Shanghai Pudong Development,50.739,48.301,8.1632,974.775,70,Financials,Major Banks,Asia,China,China,,Guo Gao,http://www.forbes.com/companies/shanghai-pudong-development/,0.008374445,0.169006853,
Commonwealth Bank,93.505,33.038,7.6184,752.374,71,Financials,Major Banks,Australia,Australia,Australia,,Matthew Comyn,http://www.forbes.com/companies/commonwealth-bank/,0.010125815,0.230595072,
Walt Disney,152.137,56.826,11.473,97.943,72,Consumer Discretionary,Broadcasting & Cable,North America,United States,California,California,Robert Iger,http://www.forbes.com/companies/walt-disney/,0.117139561,0.201897019,
"Prudential Financial,41.95,61.127,7.763,829.677,73,Financials,Life & Health Insurance,North America,United States,New Jersey,New Jersey,""John Robert Strangfeld, Jr."",http://www.forbes.com/companies/prudential-financial/,0.00935665325180763,0.126997889639603",,,,,,,,,,,,,,,,
Rosneft,68.972,94.789,3.9088,214.222,73,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Igor Sechin,http://www.forbes.com/companies/rosneft/,0.018246492,0.041236852,
Enel,61.566,86.675,4.6336,193.638,75,Utilities,Electric Utilities,Europe,Italy,Italy,,Francesco Starace,http://www.forbes.com/companies/enel/,0.023929187,0.053459475,
Citic Pacific,44.397,57.814,5.6336,962.064,76,Materials,Iron & Steel,Asia,Hong Kong,Hong Kong,,Zhen Chang,http://www.forbes.com/companies/citic-pacific/,0.005855743,0.097443526,
Facebook,541.47,44.587,17.847,88.945,77,Information Technology,Computer Services,North America,United States,California,California,Mark Zuckerberg,http://www.forbes.com/companies/facebook/,0.200652088,0.400273622,
MetLife,47.543,64.085,4.437,712.584,78,Financials,Diversified Insurance,North America,United States,New York,New York,Steven Kandarian,http://www.forbes.com/companies/metlife/,0.006226634,0.069236171,
Deutsche Telekom,80.831,84.535,3.9027,179.078,79,Telecommunication Services,Telecommunications services,Europe,Germany,Germany,,Timotheus Höttges,http://www.forbes.com/companies/deutsche-telekom/,0.021793297,0.046166677,
SAIC Motor,63.835,136.567,5.4102,118.434,80,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Baiping Bian,http://www.forbes.com/companies/saic-motor/,0.045681139,0.03961572,
Alibaba,499.404,37.87,9.6174,114.005,81,Consumer Discretionary,Internet & Catalog Retail,Asia,China,China,,Yong Zhang,http://www.forbes.com/companies/alibaba/,0.084359458,0.253958278,
BASF,95.299,75.1,7.0678,98.947,82,Materials,Diversified Chemicals,Europe,Germany,Germany,,Martin Brudermüller,http://www.forbes.com/companies/basf/,0.07143016,0.094111851,
Reliance Industries,93.066,60.757,5.596,125.165,83,Energy,Oil & Gas Operations,Asia,India,India,,Mukesh Ambani,http://www.forbes.com/companies/reliance-industries/,0.044708984,0.092104613,
China State Construction Engineering,40.392,162.275,5.1306,257.557,84,Industrials,Construction Services,Asia,China,China,,Xiang Wang,http://www.forbes.com/companies/china-state-construction-engineering/,0.019920251,0.0316167,
China Citic Bank,46.54,43.648,6.545,893.992,85,Financials,Regional Banks,Asia,China,China,,Qing Guan,http://www.forbes.com/companies/china-citic-bank/,0.007321095,0.149949597,
Sony,59.896,77.089,4.4283,179.272,86,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Kenichiro Yoshida,http://www.forbes.com/companies/sony/,0.024701571,0.057443993,
Westpac Banking Group,76.241,29.353,6.3989,668.765,87,Financials,Major Banks,Australia,Australia,Australia,,Brian Hartzer,http://www.forbes.com/companies/westpac-banking/,0.009568234,0.21799816,
Bank of Nova Scotia,74.979,28.83,6.4541,752.457,88,Financials,Major Banks,North America,Canada,Canada,,Brian Porter,http://www.forbes.com/companies/bank-of-nova-scotia/,0.008577367,0.223867499,
British American Tobacco,119.987,26.132,48.3358,190.789,88,Consumer Staples,Tobacco,Europe,United Kingdom,United Kingdom,,Nicandro Durante,http://www.forbes.com/companies/british-american-tobacco/,0.253346891,1.849678555,
China Minsheng Banking,43.524,42.743,7.354,954.04,90,Financials,Regional Banks,Asia,China,China,,Qi Hong,http://www.forbes.com/companies/china-minsheng-banking/,0.007708272,0.172051564,
Equinor,90.211,65.145,4.861,115.449,91,Energy,Oil & Gas Operations,Europe,Norway,Norway,,Eldar Sætre,http://www.forbes.com/companies/equinor/,0.042105172,0.074618159,
AIA Group,111.406,31.917,6.1205,213.21,92,Financials,Life & Health Insurance,Asia,Hong Kong,Hong Kong,,Ng Keng Hooi,http://www.forbes.com/companies/aia-group/,0.02870644,0.19176301,
Roche Holding,189.692,54.151,8.771,78.682,93,Health Care,Pharmaceuticals,Europe,Switzerland,Switzerland,,Severin Schwan,http://www.forbes.com/companies/roche-holding/,0.111474035,0.161973001,
Lloyds Banking Group,65.391,33.593,4.049,1098.581,94,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,António Horta-Osório,http://www.forbes.com/companies/lloyds-banking-group/,0.003685664,0.120531063,
Eni,70.712,75.483,3.8654,143.132,95,Energy,Oil & Gas Operations,Europe,Italy,Italy,,Claudio Descalzi,http://www.forbes.com/companies/eni/,0.027005841,0.051208881,
Charter Communications,64.782,42.074,9.908,146.151,96,Consumer Discretionary,Broadcasting & Cable,North America,United States,Connecticut,Connecticut,Thomas Rutledge,http://www.forbes.com/companies/charter-communications/,0.067792899,0.235489851,
Nissan Motor,39.72,106.866,7.3793,173.683,97,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Hiroto Saikawa,http://www.forbes.com/companies/nissan-motor/,0.042487175,0.069051897,
LukOil,60.435,99.902,7.1799,91.973,98,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Vagit Alekperov,http://www.forbes.com/companies/lukoil/,0.078065302,0.071869432,
United Technologies,99.591,61.218,4.463,98.779,99,Industrials,Conglomerates,North America,United States,Connecticut,Connecticut,Gregory Hayes,http://www.forbes.com/companies/united-technologies/,0.045181668,0.072903394,
Bayer,104.625,44.351,8.4222,92.726,100,Materials,Diversified Chemicals,Europe,Germany,Germany,,Werner Baumann,http://www.forbes.com/companies/bayer/,0.090828894,0.189898762,
AIRBUS,92.149,74.672,2.9765,138.333,101,Industrials,Aerospace & Defense,Europe,Netherlands,Netherlands,,Thomas Enders,http://www.forbes.com/companies/airbus/,0.021516919,0.039860992,
PepsiCo,138.141,64.038,4.882,81.887,102,Consumer Staples,Beverages,North America,United States,New York,New York,Indra Nooyi,http://www.forbes.com/companies/pepsico/,0.059618743,0.076235985,
Unilever,155.786,60.587,6.8274,72.39,103,Consumer Staples,Household/Personal Care,Europe,Netherlands,Netherlands,,Paulus Polman,http://www.forbes.com/companies/unilever/,0.094314132,0.11268754,
ANZ,61.245,28.739,5.2729,717.29,104,Financials,Major Banks,Australia,Australia,Australia,,Shayne Elliott,http://www.forbes.com/companies/anz/,0.007351141,0.183475417,
Hon Hai Precision,49.49,154.711,4.5602,114.496,105,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Terry Gou,http://www.forbes.com/companies/hon-hai-precision/,0.039828466,0.029475603,
Tencent Holdings,491.253,35.269,10.6055,85.177,105,Information Technology,Computer Services,Asia,China,China,,Hua Ma,http://www.forbes.com/companies/tencent-holdings/,0.124511312,0.300703167,
BHP Billiton,133.205,41.234,4.712,112.582,108,Materials,Diversified Metals & Mining,Australia,Australia,Australia,,Mark Hurd,http://www.forbes.com/companies/bhp-billiton/,0.041853938,0.114274628,
US Bancorp,84.587,24.063,6.391,460.119,109,Financials,Major Banks,North America,United States,Minnesota,Minnesota,Andrew Cecere,http://www.forbes.com/companies/us-bancorp/,0.013889885,0.265594481,
Zurich Insurance Group,48.025,64.092,3.0041,401.147,110,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Mario Greco,http://www.forbes.com/companies/zurich-insurance-group/,0.007488776,0.046871684,
Rio Tinto,99.306,40.002,8.7144,95.726,111,Materials,Diversified Metals & Mining,Europe,United Kingdom,United Kingdom,,Jean-Sébastien Jacques,http://www.forbes.com/companies/rio-tinto/,0.091034829,0.217849108,
Mitsubishi,46.356,68.278,5.0542,150.794,112,Industrials,Trading Companies,Asia,Japan,Japan,,Takehiko Kakiuchi,http://www.forbes.com/companies/mitsubishi/,0.033517249,0.074023844,
UniCredit Group,47.782,29.007,6.137,1004.817,113,Financials,Regional Banks,Europe,Italy,Italy,,Jean-Pierre Mustier,http://www.forbes.com/companies/unicredit-group/,0.00610758,0.211569621,
Mizuho Financial,46.195,29.729,5.1242,1850.368,114,Financials,Major Banks,Asia,Japan,Japan,,Yasuhiro Sato,http://www.forbes.com/companies/mizuho-financial/,0.002769287,0.172363685,
EDF,42.957,78.54,2.9417,337.127,115,Utilities,Electric Utilities,Europe,France,France,,Jean-Bernard Lévy,http://www.forbes.com/companies/edf/,0.008725792,0.0374548,
BBVA-Banco Bilbao Vizcaya,54.477,29.239,4.2771,843.01,116,Financials,Regional Banks,Europe,Spain,Spain,,Carlos Vila,http://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/,0.005073605,0.146280653,
Sanofi,94.905,39.54,4.276,119.871,117,Health Care,Pharmaceuticals,Europe,France,France,,Olivier Brandicourt,http://www.forbes.com/companies/sanofi/,0.03567168,0.108143652,
Taiwan Semiconductor,203.024,33.064,11.5138,70.28,118,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Te Liu,http://www.forbes.com/companies/taiwan-semiconductor/,0.163827547,0.34822768,
American Express,87.258,37.648,3.096,179.956,119,Financials,Consumer Financial Services,North America,United States,New York,New York,Stephen Squeri,http://www.forbes.com/companies/american-express/,0.017204205,0.082235444,
Saudi Basic Industries,91.839,41.896,4.9785,90.518,120,Materials,Diversified Chemicals,Asia,Saudi Arabia,Saudi Arabia,,Yousef Al-Benyan,http://www.forbes.com/companies/saudi-basic-industries/,0.05500011,0.11882996,
Home Depot,219.374,100.904,8.63,44.529,121,Consumer Discretionary,Home Improvement Retail,North America,United States,Georgia,Georgia,Mark Hurd,http://www.forbes.com/companies/home-depot/,0.193806284,0.085526837,
DowDuPont,155.33,80.578,1.661,192.441,122,Materials,Diversified Chemicals,North America,United States,Delaware,Delaware,Edward Breen,http://www.forbes.com/companies/dowdupont/,0.008631217,0.020613567,
Telefónica,51.115,59.676,3.3995,141.157,123,Telecommunication Services,Telecommunications services,Europe,Spain,Spain,,José María López,http://www.forbes.com/companies/telefonica/,0.024083113,0.056965949,
Walgreens Boots Alliance,63.556,124.028,4.134,70.816,124,Consumer Staples,Drug Retail,North America,United States,Illinois,Illinois,Stefano Pessina,http://www.forbes.com/companies/walgreens-boots-alliance/,0.058376638,0.033331183,
National Australia Bank,58.172,25.578,4.1167,610.632,125,Financials,Major Banks,Australia,Australia,Australia,,Andrew Thorburn,http://www.forbes.com/companies/national-australia-bank/,0.006741704,0.160946907,
Kraft Heinz Company,72.224,26.172,11.099,120.787,126,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,Bernardo Hees,http://www.forbes.com/companies/kraft-heinz-company/,0.091889028,0.424079169,
China Evergrande Group,41.97,46.035,3.5687,270.539,127,Financials,Real Estate,Asia,China,China,,Hai Xia,http://www.forbes.com/companies/china-evergrande-group/,0.013191074,0.077521451,
Fiat Chrysler Automobiles,34.976,128.83,4.5225,117.608,128,Consumer Discretionary,Auto & Truck Manufacturers,Europe,United Kingdom,United Kingdom,,Sergio Marchionne,http://www.forbes.com/companies/fiat-chrysler-automobiles/,0.038454017,0.035104401,
Anthem,59.219,90.114,4.1454,73.3,129,Health Care,Managed Health Care,North America,United States,Indiana,Indiana,Gail K. Boudreaux,http://www.forbes.com/companies/anthem/,0.056553888,0.046001731,
Chubb,63.428,32.613,3.85,168.781,130,Financials,Property & Casualty Insurance,Europe,Switzerland,Switzerland,,Evan Greenberg,http://www.forbes.com/companies/chubb/,0.022810624,0.118051084,
China Shenhua Energy,64.62,36.431,6.709,91.177,131,Materials,Diversified Metals & Mining,Asia,China,China,,Wen Ling,http://www.forbes.com/companies/china-shenhua-energy/,0.073582153,0.18415635,
Vale,77.407,34.094,4.614,94.388,132,Materials,Iron & Steel,South America,Brazil,Brazil,,Fábio Schvartsman,http://www.forbes.com/companies/vale/,0.048883333,0.13533173,
China Vanke,43.806,36.6,4.2335,194.585,133,Financials,Real Estate,Asia,China,China,,Jiu Zhu,http://www.forbes.com/companies/china-vanke/,0.021756559,0.115669399,
PNC Financial Services,70.88,18.475,5.488,379.161,134,Financials,Major Banks,North America,United States,Pennsylvania,Pennsylvania,William Demchak,http://www.forbes.com/companies/pnc-financial-services/,0.014474062,0.297050068,
Renault,30.754,66.289,5.7683,132.02,135,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,France,,Hiroto Saikawa,http://www.forbes.com/companies/renault/,0.043692622,0.087017454,
Generali Group,30.846,93.132,2.3799,647.168,136,Financials,Diversified Insurance,Europe,Italy,Italy,,Philippe Donnet,http://www.forbes.com/companies/generali-group/,0.003677407,0.025554052,
AbbVie,165.321,29.612,6.352,69.342,137,Health Care,Pharmaceuticals,North America,United States,Illinois,Illinois,Richard Gonzalez,http://www.forbes.com/companies/abbvie/,0.091603934,0.214507632,
China Pacific Insurance,47.987,50.943,2.474,191.097,138,Financials,Life & Health Insurance,Asia,China,China,,Qing Kong,http://www.forbes.com/companies/china-pacific-insurance/,0.012946305,0.048564081,
Bank of Montreal,50.878,22.229,3.7427,593.315,139,Financials,Major Banks,North America,Canada,Canada,,Darryl White,http://www.forbes.com/companies/bank-of-montreal/,0.006308116,0.168370147,
Banco do Brasil,27.832,55.033,3.4488,412.771,140,Financials,Regional Banks,South America,Brazil,Brazil,,Paulo Caffarelli,http://www.forbes.com/companies/banco-do-brasil/,0.008355238,0.062667854,
China Everbright Bank,32.213,30.335,4.84,661.698,141,Financials,Regional Banks,Asia,China,China,,Xiao Li,http://www.forbes.com/companies/china-everbright-bank/,0.007314515,0.159551673,
CK Hutchison,45.384,31.89,4.5041,140.746,142,Industrials,Conglomerates,Asia,Hong Kong,Hong Kong,,Kin Fok,http://www.forbes.com/companies/ck-hutchison/,0.03200162,0.141238633,
Country Garden Holdings,45.197,33.789,3.8896,161.19,143,Financials,Real Estate,Asia,China,China,,Tzar Li,http://www.forbes.com/companies/country-garden-holdings/,0.024130529,0.115114386,
KDDI,65.526,45.492,5.1657,61.82,144,Telecommunication Services,Telecommunications services,Asia,Japan,Japan,,Tadashi Onodera,http://www.forbes.com/companies/kddi/,0.083560336,0.113551833,
Johnson & Johnson,341.277,78.662,1.245,156.625,145,Health Care,Medical Equipment & Supplies,North America,United States,New Jersey,New Jersey,Alex Gorsky,http://www.forbes.com/companies/johnson-johnson/,0.007948923,0.01582721,
Iberdrola,49.383,37.766,3.289,138.022,146,Utilities,Electric Utilities,Europe,Spain,Spain,,José Ignacio Galán,http://www.forbes.com/companies/iberdrola/,0.023829534,0.087088916,
Hyundai Motor,31.567,85.908,3.033,164.714,147,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,South Korea,,Mong-Koo Chung,http://www.forbes.com/companies/hyundai-motor/,0.018413735,0.03530521,
Credit Agricole,43.92,21.051,3.604,1861.58,148,Financials,Regional Banks,Europe,France,France,,Won-Hui Lee,http://www.forbes.com/companies/credit-agricole/,0.00193599,0.171203268,
Hitachi,38.516,84.53,3.2751,95.032,149,Information Technology,Electronics,Asia,Japan,Japan,,Gab-Han Yoon,http://www.forbes.com/companies/hitachi/,0.034463128,0.038744824,
Christian Dior,76.442,49.252,2.5266,87.373,150,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,Sidney Toledano,http://www.forbes.com/companies/christian-dior/,0.0289174,0.05129944,
Phillips 66,54.857,92.686,5.09,52.132,150,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Greg Garland,http://www.forbes.com/companies/phillips-66/,0.097636768,0.0549166,
ArcelorMittal,36.82,68.587,4.5667,85.297,152,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Lakshmi Mittal,http://www.forbes.com/companies/arcelormittal/,0.053538811,0.066582589,
United Parcel Service,99.698,67.705,5.097,44.464,153,Industrials,Air Courier,North America,United States,Georgia,Georgia,David Abney,http://www.forbes.com/companies/united-parcel-service/,0.114632062,0.075282475,
Medtronic,115.965,29.725,2.807,95.8,154,Health Care,Medical Equipment & Supplies,Europe,Ireland,Ireland,,Omar Ishrak,http://www.forbes.com/companies/medtronic/,0.029300626,0.094432296,
FedEx,67.044,63.864,4.459,51.851,155,Industrials,Air Courier,North America,United States,Tennessee,Tennessee,Frederick Smith,http://www.forbes.com/companies/fedex/,0.085996413,0.069820243,
PTT PCL,50.893,58.813,3.9347,68.497,156,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Tevin Vongvanich,http://www.forbes.com/companies/ptt-pcl/,0.057443392,0.066901875,
VINCI,56.769,46.105,3.0984,83.819,157,Industrials,Construction Services,Europe,France,France,,Xavier Huillard,http://www.forbes.com/companies/vinci/,0.036965366,0.067203123,
CNOOC,78.832,27.583,3.6297,94.782,158,Energy,Oil & Gas Operations,Asia,Hong Kong,Hong Kong,,Guangyu Yuan,http://www.forbes.com/companies/cnooc/,0.038295246,0.131591923,
Capital One Financial,45.058,30.636,2.491,362.857,159,Financials,Consumer Financial Services,North America,United States,Virginia,Virginia,Richard Fairbank,http://www.forbes.com/companies/capital-one-financial/,0.006864963,0.08130957,
Time Warner,73.389,31.532,5.453,68.997,159,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Jeffrey Bewkes,http://www.forbes.com/companies/time-warner/,0.079032422,0.172935431,
Société Générale,38.341,27.831,2.639,1531.174,161,Financials,Major Banks,Europe,France,France,,Frédéric Oudéa,http://www.forbes.com/companies/societe-generale/,0.001723514,0.09482232,
Bank of New York Mellon,57.791,17.279,4.302,373.597,162,Financials,Major Banks,North America,United States,New York,New York,Charles Scharf,http://www.forbes.com/companies/bank-of-ny-mellon/,0.011515082,0.248972741,
UBS,61.802,40.34,1.4527,960.083,163,Financials,Major Banks,Europe,Switzerland,Switzerland,,Sergio Ermotti,http://www.forbes.com/companies/ubs/,0.001513098,0.036011403,
Visa,295.124,19.355,9.002,69.042,164,Financials,Consumer Financial Services,North America,United States,California,California,Alfred Kelly Jr,http://www.forbes.com/companies/visa/,0.130384404,0.465099458,
Brookfield Asset Management,38.914,47.594,2.339,195.936,165,Financials,Real Estate,North America,Canada,Canada,,Bruce Flatt,http://www.forbes.com/companies/brookfield-asset-management/,0.011937571,0.04914485,
Caterpillar,92.592,48.499,2.227,78.014,166,Industrials,Heavy Equipment,North America,United States,Illinois,Illinois,Donald Umpleby,http://www.forbes.com/companies/caterpillar/,0.028546158,0.045918473,
Aetna,57.135,60.612,3.494,59.197,167,Health Care,Managed Health Care,North America,United States,Connecticut,Connecticut,Mark Bertolini,http://www.forbes.com/companies/aetna/,0.059023261,0.057645351,
Royal Bank of Scotland,47.935,21.481,2.4939,1035.98,168,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Ross McEwan,http://www.forbes.com/companies/royal-bank-of-scotland/,0.002407286,0.116097947,
