year,rank,name,url,founded,street1,city,state,zip,revenue,% growth,Headcount,Industry,Revenue Raw
2017,4863,Seattle Coffee Gear,seattlecoffeegear.com,1/1/05,6911 216th St SW Ste A,Lynnwood,WA,98036,18.2 million,45,50,Retail,18184587
2017,3405,MaeTec Power,maetecpower.com,1/1/03,400 Mason Rd MaeTec Power,Fairport,NY,14450,17.2 million,93,35,Telecommunications,17160472
2017,3991,Azimuth,azimuth-corp.com,1/1/01,4027 Colonel Glenn Highway Suite 230,Beavercreek,OH,45431,15.8 million,71,124,Government Services,15842645
2017,4517,Equian,equian.com,1/1/04,5975 Castle Creek Pkwy Suite 100,Indianapolis,IN,46250,223.3 million,55,1400,Health,223251000
2017,4783,Capital Reconstruction,capitalreconstruction.com,1/1/03,1123 WITTE RD ,Houston,TX,77055,7.5 million,47,11,Construction,7473086
2017,1428,NRL Mortgage,nrlmortgage.com,1/1/07,2506 W Main St. suite 400 #400,Houston,TX,77098,59.2 million,285,420,Financial Services,59230000
2017,4557,Estes Forwarding Worldwide,efwnow.com,1/1/03,1100 Commerce Road ,Richmond,VA,23224,142.5 million,53,606,Logistics & Transportation,142538301
2017,1495,REPAY - Realtime Electronic Payments,repayonline.com,1/1/06,3 W. Paces Ferry Road Suite 200 ,Atlanta,GA,30305,82.3 million,273,50,Financial Services,82295292
2017,1764,N2 Publishing,n2pub.com,1/1/04,5051 New Centre Dr ,Wilmington,NC,28403,123.6 million,220,219,Media,123633941
2017,4854,KBA DOCUSYS,kbadocusys.com,1/1/07,32900 ALVARADO NILES RD SUITE 100,UNION CITY,CA,94587,30.1 million,45,135,Business Products & Services,30055481
2017,1517,Tilson Technology Management,tilsontech.com,1/1/96,245 Commercial St Suite 203,Portland,ME,04101,36.9 million,265,200,Telecommunications,36909243
2017,4687,Kavaliro,kavaliro.com,1/1/03,12001 Research Parkway Suite 344,Orlando,FL,32826,39.5 million,49,500,Human Resources,39511938
2017,4656,Accurate Group,accurategroup.com,1/1/03,6000 Freedom Square Suite 300,Cleveland,OH,44131,99.6 million,50,320,Real Estate,99612940
2017,3311,SA Photonics,saphotonics.com,1/1/02,120 Knowles Dr. ,Los Gatos,CA,95032,16.7 million,96,55,Engineering,16723733
2017,2860,OSM Worldwide,osmworldwide.com,1/1/03,601 Regency Dr ,Glendale Heights,IL,60139,91.5 million,119,49,Logistics & Transportation,91534271
2017,2061,C2G Partners,c2gpartners.com,1/1/02,105 Lock Street Suite 309,Newark,NJ,07103,14.3 million,179,114,Business Products & Services,14346765
2017,2734,Cornerstone Mortgage,cornerstonemortgage.com,1/1/96,17280 North Outer 40 Road Suite 100,Chesterfield,MO,63005,45.3 million,126,205,Financial Services,45290049
2017,3641,Mayor Logistics,mayorusa.com,1/1/04,17214 s Figueroa Street ,Gardena,CA,90248,10.1 million,84,22,Logistics & Transportation,10078000
2017,4490,Educere,educere.net,1/1/02,12 East Butler Avenue 12 East Butler Avenue,Ambler,PA,19002,5.8 million,55,27,Education,5800366
2017,1821,BayFirst Solutions,bayfirst.com,1/1/02,"6856 Eastern Ave NW, Suite 100 ",Washington,DC,20012,46.4 million,212,196,Government Services,46398185
2017,4735,MTD Micro Molding,mtdmicromolding.com,1/1/72,15 Trolley Crossing Rd ,Charlton,MA,01507,7.2 million,48,33,Manufacturing,7166177
2017,4873,HomeWetBar.com,homewetbar.com,1/1/04,425 East Hill Street ,Oklahoma City,OK,73105,4.9 million,44,30,Retail,4857796
2017,1997,PM Pediatrics,pmpediatrics.com,1/1/05,"One Hollow Lane, Suite 301 One Hollow Lane, Suite 301",Lake Success,NY,11042,52.3 million,188,604,Health,52302399
2017,3077,Zipline Logistics,ziplinelogistics.com,1/1/07,2300 West 5th Ave ,Columbus,OH,43215,37.4 million,107,51,Logistics & Transportation,37416000
2017,4440,Just Smiles Dentistry,just-smiles.com,1/1/03,1921 Rome Hilliard Rd 1921 Rome Hilliard Rd,Hilliard,OH,43026,4.2 million,57,28,Health,4178625
2017,3797,Sendero,senderoconsulting.com,1/1/05,750 N. St. Paul Street Suite 700,Dallas,TX,75201,17.4 million,77,119,Business Products & Services,17357236
2017,4471,Bolt Express,bolt-express.com,1/1/01,"7255 Crossleigh Dr, Ste 108 ",Toledo,OH,43617,91 million,56,195,Logistics & Transportation,90967843
2017,4516,The Mice Groups,micegroups.com,1/1/00,1730 South Amphlett Blvd Suite 100,San Mateo,CA,94404,10.9 million,55,81,Human Resources,10871216
2017,3756,Meeting Tomorrow,meetingtomorrow.com,1/1/03,1802 W Berteau Ave Suite 105,Chicago,IL,60613,18 million,79,65,Business Products & Services,17956704
2017,2439,Russell Cellular,russellcellular.com,1/1/93,5624 S State Hwy FF ,Battlefield,MO,65619,259.2 million,147,1200,Retail,259229324
2017,4999,STS Aviation Group,sts aviation .com,1/1/86,2000 NE Jensen Beach Blvd. ,Jensen Beach,FL,34957,232.1 million,40,1704,Logistics & Transportation,232056990
2017,3652,Total Marketing Concepts,thetmcteam.com,1/1/04,4395 St. John's Pkwy ,Sanford,FL,32771,24.6 million,84,460,Business Products & Services,24560804
2017,4703,Kyyba,kyyba.com,1/1/98,28230 Orchard Lake Rd Suite 130,Farmington Hills,MI,48334,42.6 million,49,556,IT Services,42629591
2017,4540,HMS Global Maritime,hmsgm.com,1/1/94,115 E Market Street ,New Albany,IN,47150,154.1 million,54,687,Logistics & Transportation,154071692
2017,3500,WTWH Media,wtwhmedia.com,1/1/06,6555 Carnegie Ave. Suite 300,Cleveland,OH,44103,12.6 million,89,45,Media,12568060
2017,2754,Quality Innovative Solutions,qi-solutions.com,1/1/04,1741 Ives Avenue Suite B,Oxnard,CA,93033,11 million,124,119,Government Services,10955251
2017,4087,Pinnacle Mountain Homes,pinnaclemtnhomes.com,1/1/05,335 North Main Street P.O. Box 7399,Breckenridge,CO,80424,23.6 million,68,33,Construction,23589337
2017,3939,Vision33,vision33.com,1/1/03,"6 Hughes, Suite #220 ",Irvine,CA,92618,33.1 million,73,108,Software,33097225
2017,4311,Team Driveaway,teamdriveaway.com,1/1/06,23724 W 83RD Terr ,Shawnee,KS,66227,28.4 million,60,33,Logistics & Transportation,28388211
2017,3696,Costa Vida,costavida.com,1/1/03,2989 West Maple Loop Drive Suite 100,Lehi,UT,84043,97.7 million,82,414,Food & Beverage,97710059
2017,1770,SaveAround,savearound.com,1/1/04,31 FRONT ST ,Binghamton,NY,13905,16.6 million,220,92,Advertising & Marketing,16623703
2017,4499,Bean Group,beangroup.com,1/1/03,1150 Sagamore Ave. ,Portsmouth,NH,03801,27.4 million,55,16,Real Estate,27365000
2017,4893,US Med-Equip,usmedequip.com,1/1/03,7028 Gessner Rd. ,Houston,TX,77040,30.7 million,44,149,Health,30700004
2017,4604,SEPI Engineering & Construction,sepiengineering.com,1/1/01,1025 Wade Avenue ,Raleigh,NC,27605,25.7 million,52,228,Engineering,25746278
2017,3072,DEG,degdigital.com,1/1/99,"10801 Mastin Blvd, Suite 130 ",Overland Park,KS,66210,38.3 million,108,211,Advertising & Marketing,38289545
2017,3664,Innovest Systems,innovestsystems.com,1/1/00,110 Leroy Street 5th Floor,New York City,NY,10014,31.8 million,83,103,Financial Services,31760205
2017,4276,CivicPlus,civicplus.com,1/1/01,302 South 4th Street ,Manhattan,KS,66502,25.3 million,61,227,Government Services,25285351
2017,2252,Evans,evansincorporated.com,1/1/94,3110 Fairview Park Dr Suite 1100,Falls Church,VA,22042,10.9 million,162,49,Government Services,10903420
2017,4838,Provident Trust Group,trustprovident.com,1/1/08,8880 W. Sunset Rd. Ste 250,Las Vegas,NV,89148,10 million,45,49,Financial Services,10042617
2017,2120,Occidental Management,occmgmt.com,1/1/97,"8111 E. 32nd St. N., Ste. 101 ",Wichita,KS,67226,18.8 million,173,26,Real Estate,18780276
2017,2557,ProTransport-1,protransport-1.com,1/1/00,720 Portal Street ,Cotati,CA,94931,107.5 million,138,1939,Health,107548479
2017,2997,LaVoie Health Science,lavoiehealthscience.com,1/1/01,1 Thompson Square Suite 503,Boston,MA,02129,2.5 million,111,10,Advertising & Marketing,2456568
2017,2636,EquipSystems,equipsystems.com,1/1/04,13 E. 30th St 6th Floor,New York City,NY,10016,6 million,132,60,Health,5998685
2017,3508,GRSi,grsi.com,1/1/00,5295 westview drive suite 125,Frederick,MD,21703,34.6 million,89,300,Engineering,34619235
2017,2974,Exact Data,exactdata.com,1/1/01,33 N. Dearborn Street Suite 200,Chicago,IL,60602,12.9 million,113,110,Advertising & Marketing,12945228
2017,2430,Sterling Computers,sterlingcomputers.com,1/1/96,600 Stevens Port Drive Suite 200,Dakota Dunes,SD,57049,395 million,148,150,Government Services,395035210
2017,4549,Concept Technology,concepttechnologyinc.com,1/1/03,1009 3rd Avenue N Suite 200,Nashville,TN,37201,8.2 million,54,56,IT Services,8165900
2017,4648,Red Level Networks,redlevelnetworks.com,1/1/04,40200 Grand River Ave Ste 200,Novi,MI,48375,7.8 million,50,34,IT Services,7753000
2017,4208,Southeast Restoration Group,southeastrestoration.com,1/1/00,4979 Old Hwy 5 ,Canton,GA,30115,25.8 million,63,110,Construction,25787407
2017,3876,Proactive Technologies,proactivetech.net,1/1/07,370 Lexington Avenue 25th Floor,New York City,NY,10017,7.3 million,75,40,IT Services,7336000
2017,4564,Mortenson Family Dental,mortensondental.com,1/1/79,130 Evergreen Road Suite 203,Louisville,KY,40243,86.4 million,53,683,Health,86439281
2017,1709,Sky Zone Trampoline Park,skyzone.com,1/1/04,1201 W 5th Street 1201 W 5th Street,Los Angeles,CA,90017,33.7 million,229,102,Consumer Products & Services,33672736
2017,3981,Audacious Inquiry,ainq.com,1/1/04,5523 Research Park Drive Suite 370,Baltimore,MD,21228,17 million,71,88,Software,17010248
2017,4464,enVista,envistacorp.com,1/1/02,11555 N. Meridian St. Suite 300,Carmel,IN,46032,82.3 million,56,442,Logistics & Transportation,82318357
2017,3677,SANITY SOLUTIONS,sanitysolutions.com,1/1/04,1720 S BELLAIRE ST SUITE 550 ,Denver,CO,80020,35.2 million,82,30,Computer Hardware,35223634
2017,2507,projekt202,projekt202.com,1/1/03,"5080 Spectrum Drive, Suite 320W ",Addison,TX,75001,32.1 million,141,77,Software,32115567
2017,4100,The Rainmaker Group,letitrain.com,1/1/98,4550 North Point Parkway Suite 400,Alpharetta,GA,30022,46.8 million,67,225,Software,46796692
2017,3618,Gorilla Logic,gorillalogic.com,1/1/02,1500 Pearl St. Suite 300,Boulder,CO,80302,22.7 million,85,195,Software,22660908
2017,3877,WingSwept,wingswept.com,1/1/00,800 Benson Road ,Garner,NC,27603,5.9 million,75,45,IT Services,5877165
2017,3335,PlanetOne Communications,planetone.net,1/1/92,9845 East Bell Road Ste 130,Scottsdale,AZ,85260,27.1 million,96,19,Telecommunications,27124092
2017,2745,PRO-VISION,provisionusa.com,1/1/03,8625-B Byron Commerce Dr ,Byron Center,MI,49315,13.2 million,125,71,Manufacturing,13151844
2017,3272,MicroSystems Automation Group,msag.net,1/1/87,2785 Hartland Rd ,Falls Church,VA,22043,32.7 million,98,288,Government Services,32710491
2017,4325,Dial800,dial800.com,1/1/96,10940 Wilshire Blvd. 17th Floor ,Los Angeles,CA,90024,10.9 million,60,46,Advertising & Marketing,10947086
2017,3598,Medix,medixteam.com,1/1/01,222 S. Riverside Plaza Suite 2120,Chicago,IL,60606,161.2 million,85,358,Human Resources,161244000
2017,2936,Freedom Boat Club,freedomboatclub.com,1/1/89,990 Laguna Drive ,Venice,FL,34285,18.9 million,115,209,Consumer Products & Services,18905630
2017,4785,Saxum,saxum.com,1/1/03,1300 N. Broadway Dr. ,Oklahoma City,OK,73103,8.1 million,47,36,Advertising & Marketing,8092290
2017,4748,PracticeLink,practicelink.com,1/1/94,415 2nd Ave ,Hinton,WV,25951,13 million,48,43,Health,13002362
2017,3590,Secure Designs,securedesigns.com,1/1/01,301 N. Elm Street Suite 550,Greensboro,NC,27401,6.3 million,85,35,IT Services,6262140
2017,3331,LegalEASE,legalaccessplans.com,1/1/85,"5850 San Felipe, Ste. 600 ",Houston,TX,77057,6.9 million,96,85,Insurance,6916961
2017,1151,UpperRanchCo,upperranchco.com,1/1/04,135 W Main Street Suite J,Aspen,CO,81611,2.7 million,365,25,Human Resources,2659500
2017,4075,Emergenetics International,emergenetics.com,1/1/85,2 Inverness Dr East Suite 189,Centennial,CO,80112,6.8 million,68,36,Business Products & Services,6813420
2017,4282,Window World of Baton Rouge,windowworldinfo.com,1/1/02,8405 Airline Hwy ,Baton Rouge,LA,70815,67.1 million,61,138,Construction,67126021
2017,3983,DataLab USA,datalabusa.com,1/1/79,20261 Goldenrod Lane ,Germantown,MD,20876,34.1 million,71,82,IT Services,34068063
2017,4638,Surya,surya.com,1/1/86,1 Surya Drive ,White,GA,30184,124 million,51,467,Consumer Products & Services,123953365
2017,2066,Peachtree Tents & Events,peachtreetents.com,1/1/06,5901 California Ave ,Nashville,TN,37209,12.6 million,179,118,Business Products & Services,12572583
2017,1518,AvidXchange,avidxchange.com,1/1/00,1111 Metropolitan Avenue Suite 650 ,Charlotte,NC,28204,64.9 million,265,850,Software,64925955
2017,3152,AMG & Associates,amgassociatesinc.com,1/1/05,28296 Constellation Road ,Santa Clarita,CA,91355,45.4 million,104,30,Construction,45374452
2017,4184,c3/consulting,c3-consult.com,1/1/05,"2963 Sidco Drive, Suite 101 ",Nashville,TN,37204,26 million,64,129,IT Services,25954592
2017,2289,Dixon Schwabl,dixonschwabl.com,1/1/87,1595 Moseley Road ,Victor,NY,14564,75.9 million,158,123,Advertising & Marketing,75931612
2017,4672,iPROMOTEu,ipromoteu.com,1/1/99,321 Commonwealth Road Suite 101,Wayland,MA,01778,157.8 million,50,74,Business Products & Services,157761878
2017,4565,Americaneagle.com,americaneagle.com,1/1/78,2600 S. River Rd. ,Des Plaines,IL,60018,45.9 million,53,347,Business Products & Services,45850127
2017,4601,Westlake Financial Services,westlakefinancial.com,1/1/78,4751 Wilshire Blvd ,Los Angeles,CA,90010,864.4 million,52,1487,Financial Services,864351955
2017,4008,Intelliswift Software,intelliswift.com,1/1/01,39600 Balentine Dr. Suite 200,Newark,CA,94560,70.3 million,70,1250,IT Services,70313491
2017,4216,Field Fastener,fieldfastener.com,1/1/76,9883 N Alpine Rd ,Machesney Park,IL,61115,62.5 million,63,130,Manufacturing,62488102
2017,4744,Moore Communications Group,moorecommgroup.com,1/1/92,2011 Delta Blvd ,Tallahassee,FL,32303,9.1 million,48,42,Advertising & Marketing,9136731
2017,3688,Sterling Talent Solutions,sterlingtalentsolutions.com,1/1/75,One State Street Plaza 24th Floor,New York City,NY,10004,446.9 million,82,3862,Human Resources,446929268
2017,2788,CH Reynolds,chreynolds.com,1/1/83,1281 Wayne Avenue ,San Jose,CA,95131,133.2 million,122,480,Construction,133191187
2017,3250,Website Pipeline,websitepipeline.com,1/1/00,555 N Pleasantburg Drive Suite 214,Greenville,SC,29607,8.2 million,99,69,Software,8233229
2017,4515,The Partners Group,tpgrp.com,1/1/81,11740 SW 68th Parkway Suite 200,Portland,OR,97223,29.1 million,55,133,Insurance,29067619
2017,3699,Jade Global,jadeglobal.com,1/1/03,"1731 Technology Drive, Suite 350 ",San Jose,CA,95110,26.4 million,81,422,IT Services,26430529
2017,4090,Creative Sign Designs,creativesigndesigns.com,1/1/86,12801 Commodity Place ,Tampa,FL,33626,17.5 million,67,117,Manufacturing,17511202
2017,4821,Phone.com,phone.com,1/1/06,184 South Livingston Ave ,Livingston,NJ,07039,11.5 million,46,71,Telecommunications,11514475
2017,4210,Counselman Automotive Recycling,counselmanauto.com,1/1/08,3019 St. Stephens Rd 3019 St. Stephens Rd,Mobile,AL,36612,11.4 million,63,60,Consumer Products & Services,11444007
2017,4228,HR Works,hrworks-inc.com,1/1/91,200 WillowBrook Office Park ,Fairport,NY,14450,8 million,63,73,Human Resources,7979000
2017,3957,HS Brands International,hsbrands.com,1/1/01,200 Foxborough Boulevard Suite 100,Foxboro,MA,02035,9.3 million,72,303,Business Products & Services,9304976
2017,2977,Catalyst Solutions,catalystsolutions.com,1/1/99,2353 South Broadway ,Denver,CO,80210,14.5 million,112,94,IT Services,14471760
2017,4012,Millennium Surgical,surgicalinstruments.com,1/1/94,822 Montgomery Ave #205 ,Narberth,PA,19072,12.8 million,70,21,Health,12801301
2017,4918,AARC Environmental,aarcenv.com,1/1/03,2 Riverway Suite 1780,Houston,TX,77056,4.1 million,43,50,Environmental Services,4120266
2017,3835,TalentLaunch,mytalentlaunch.com,1/1/01,4500 Rockside Rd ,Independence,OH,44131,74.6 million,76,150,Human Resources,74607389
2017,4254,Premium 2000+ Warranties,premium2000.com,1/1/95,190 Charlois Blvd. #200B ,Winston Salem,NC,27103,32.9 million,62,25,Insurance,32919850
2017,4044,IQMS,iqms.com,1/1/89,2231 Wisteria Lane 2231 W,Paso Robles,CA,93446,53.5 million,69,312,Software,53484979
2017,3824,Media Prowler,mediaprowler.com,1/1/07,"20 Pidgeon Hill Drive, Suite 201 ",Sterling,VA,20165,32.9 million,77,98,Advertising & Marketing,32904659
2017,3980,DaySmart Software,daysmart.com,1/1/99,30475 S WIXOM RD STE 100 30475 S WIXOM RD STE 100,Wixom,MI,48393,11.4 million,71,51,Software,11429028
2017,2547,Kriser's Natural Pet,krisers.com,1/1/06,1906 OLYMPIC BLVD ,Santa Monica,CA,90404,33.8 million,138,312,Retail,33782665
2017,2964,InkHouse,inkhouse.com,1/1/07,260 Charles Street Suite 200,Waltham,MA,02453,14.4 million,113,98,Media,14361778
2017,4381,Classic Air Care,onehourcomfort.com,1/1/79,2680 Production Road ,Virginia Beach,VA,23454,14.3 million,58,70,Construction,14346443
2017,4910,Salo,salollc.com,1/1/02,20 S. 13th Street Suite 200,Minneapolis,MN,55403,63.9 million,43,505,Human Resources,63937000
2017,2817,Acquia,acquia.com,1/1/07,53 State St ,Boston,MA,02109,153.2 million,121,730,Software,153206000
2017,4288,HighTower,hightoweradvisors.com,1/1/07,200 W Madison Suite 2500,Chicago,IL,60606,175.3 million,61,467,Financial Services,175327459
2017,3744,BlueGrace Logistics,mybluegrace.com,1/1/09,2846 S Falkenburg Rd ,Riverview,FL,33578,188.1 million,79,513,Logistics & Transportation,188128501
2017,1112,Vets First Choice,vetsfirstchoice.com,1/1/10,7 Custom House Street 5,Portland,ME,04101,83.3 million,378,377,Health,83285237
2017,2833,Accolade,accolade.com,1/1/07,"660 West Germantown Pike, Suite 500 660 West Germantown Pike, Suite 500",Plymouth Meeting,PA,19462,98.8 million,120,900,Health,98768000
2017,4096,Honey-Can-Do International,honeycando.com,1/1/07,5300 St. Charles Road ,Berkeley,IL,60163,64.6 million,67,120,Consumer Products & Services,64643369
2017,1323,Inspira Marketing,inspiramarketing.com,1/1/08,50 Washington Street Suite #1,Norwalk,CT,06854,64.1 million,308,77,Advertising & Marketing,64072381
2017,4124,AustinCSI,austincsi.com,1/1/07,5340 Legacy Dr. Suite 180,Plano,TX,75024,26.1 million,66,198,IT Services,26052047
2017,1863,ALKU,alku.com,1/1/08,200 Brickstone Square Suite 503,Andover,MA,01810,117 million,207,91,Human Resources,117010771
2017,1955,CardCash.com,cardcash.com,1/1/08,990 Cedar Bridge Ave. Suite B7 Room 365,Brick,NJ,08723,164.1 million,194,100,Consumer Products & Services,164052391
2017,1171,Pinnacle Solutions,pinnaclesolutionsinc.com,1/1/08,8 Parade Street NW Suite 301,Huntsville,AL,35806,45 million,355,227,Government Services,45012124
2017,3431,Clarity Software Solutions,clarityssi.com,1/1/07,92 Wall Street Suite 1,Madison,CT,06443,71.8 million,91,87,Insurance,71802000
2017,1300,Choice Home Warranty,choicehomewarranty.com,1/1/08,1090 King Georges Post Road ,Edison,NJ,08837,112.5 million,315,250,Insurance,112474900
2017,1295,Movement Mortgage,movement.com,1/1/08,8024 Calvin Hall Road ,Fort Mill,SC,29707,579.9 million,316,4000,Financial Services,579925117
2017,1628,Four Foods Group,fourfoodsgroup.com,1/1/09,871 S. Auto Mall Drive ,American Fork,UT,84003,106.7 million,242,1801,Food & Beverage,106732415
